OrderID,CustomerName,Email,ProductCategory,ProductName,Quantity,UnitPrice,Sales,OrderDate,Shippingcity,Country,PaymentMethod
100236,Mark Beard,powellkara@example.net,Apparel,Baseball Cap,5,195.85,979.25,06/08/26,Shawnfort,U.S.A,Upi
100237,,simonstephen@example.net,Electronics,USB-C Cable,2,64.07,128.14,02/12/26,Port Amandaborough,Australia,NA
100238,Samantha Simpson,maria58@example.net,Sports,Jump Rope,3,191.87,575.61,25/12/24,Kramerton,India,Credit Card
100239,Mark Copeland,martinezmia@example.com,Electronics,Laptop Stand,7,108.78,761.46,20/08/25,Harrisberg,Australia,Credit Card
100241,Michael Young,padillaaaron@example.com,Electronics,Laptop Stand,1,80.78,80.78,16/11/24,New Erin,India,NA
100242,Michael Montoya,ebenson@example.org,Home & Kitchen,Cutting Board,5,45.91,229.55,07/03/25,Lake Lindaville,India,Net Banking
100243,Stanley Taylor,darlenebyrd@example.org,Home & Kitchen,Cutting Board,8,116.52,932.16,13/10/25,New Debramouth,Australia,Credit Card
100244,Daniel Goodman,cjensen@example.org,Electronics,USB-C Cable,1,15.79,15.79,23/11/24,East Karenshire,India,Credit Card
100245,Heather Jordan,johnnewman@example.org,Sports,Jump Rope,4,106.98,427.92,30/10/25,Kimberlytown,India,Cash On Delivery
100246,Mary Turner,juliephillips@example.org,Apparel,Denim Jacket,1,238.75,238.75,16/04/26,South Paul,United Kingdom,Credit Card
100248,Tiffany Townsend,matthewsalexander@example.org,Apparel,Denim Jacket,5,10.86,54.3,20/10/24,Port Raymondport,United Kingdom,Cash On Delivery
100250,Christina Morton,peter14@example.net,Beauty,Lipstick Matte,2,147.29,294.58,08/06/25,North John,India,Credit Card
100251,Audrey Salazar,parkerjudith@example.net,Home & Kitchen,LED Desk Lamp,7,176.68,1236.76,27/01/25,Lake Derricktown,Canada,Credit Card
100252,Troy Mills,NA,Sports,Yoga Mat,3,115.14,345.42,30/06/26,West Lindsayview,Australia,Debit Card
100253,Deborah Proctor,crawfordwilliam@example.org,Home & Kitchen,Non-Stick Pan,5,207.46,1037.3,21/09/25,West Eric,U.S.A,Cash On Delivery
100254,Stephanie Craig,perezwilliam@example.org,Home & Kitchen,Throw Pillow,5,68.74,343.7,06/10/26,East Brandonstad,Canada,Credit Card
100255,Chris Velazquez,tranrobin@example.net,Electronics,USB-C Cable,1,208.44,208.44,13/01/26,West John,U.S.A,Cash On Delivery
100256,Erica Mckenzie,david02@example.org,Sports,Dumbbell Set,2,10.34,20.68,05/01/26,South Caseymouth,NA,Debit Card
100257,Patricia Collins,tranalan@example.org,Electronics,Laptop Stand,7,206.31,1444.17,22/04/25,Jodibury,Canada,Credit Card
100258,Kevin Snyder,jessicapayne@example.org,Home & Kitchen,Throw Pillow,1,155.46,155.46,09/01/25,Johnsonside,Canada,Credit Card
100259,Ryan Wiley,aaron64@example.org,Beauty,Shampoo 500ml,4,159.53,638.12,17/02/25,South Travis,Canada,Upi
100260,Zachary Dawson,williamsjesse@example.net,Sports,Dumbbell Set,5,49.05,245.25,19/07/25,Stephenland,India,Upi
100261,Kathy Walsh,kjones@example.org,Home & Kitchen,Cutting Board,3,29.53,88.59,04/08/25,East Kelly,Australia,Credit Card
100263,Brian Cole,NA,Apparel,Baseball Cap,8,137.82,1102.56,17/08/25,Bakerville,India,Credit Card
100264,Robert Torres,lewismelissa@example.org,Sports,Jump Rope,3,202.58,607.74,26/11/24,West Randy,United Kingdom,Net Banking
100265,Edwin Wilkins,anthonysullivan@example.com,Electronics,Webcam HD,2,96.53,193.06,11/01/25,North Steven,Australia,Credit Card
100266,Brenda Smith,davidcolon@example.com,Beauty,Lipstick Matte,6,59.69,358.14,02/04/26,New Brendaland,Canada,Credit Card
100267,Austin Orr,flamb@example.com,Sports,Jump Rope,1,49.61,49.61,19/12/24,Williamsshire,U.S.A,Upi
100270,Stephen Fox,mayokimberly@example.com,Sports,Jump Rope,8,198.24,1585.92,09/06/25,Coopershire,U.S.A,Credit Card
100271,Jasmine White,carla04@example.org,Electronics,Bluetooth Speaker,2,23.18,46.36,05/05/26,Morenoshire,U.S.A,Credit Card
100273,Kevin Drake,NA,Apparel,Wool Sweater,5,166.85,834.25,11/06/25,Port Vanessa,India,Credit Card
100274,Katherine Parker,djohnson@example.org,Home & Kitchen,Non-Stick Pan,5,206.85,1034.25,12/04/25,New Timothymouth,U.S.A,Credit Card
100275,Christina Anderson,samantharichard@example.com,Home & Kitchen,Non-Stick Pan,2,80.55,161.1,11/03/24,New Janet,United Kingdom,Debit Card
100276,Brian Fox,susan56@example.net,Home & Kitchen,Ceramic Mug Set,5,112.74,563.7,03/12/24,NA,Australia,Cash On Delivery
100277,Jessica Fowler,lbanks@example.net,Electronics,Wireless Mouse,7,242.82,1699.74,30/08/26,Jeffreyshire,India,Net Banking
100278,Jamie Gross,david09@example.com,Beauty,Hair Dryer,8,78.22,625.76,06/04/26,East Carriebury,Australia,Cash On Delivery
100279,Ashley Crawford,julie35@example.com,Apparel,Cotton T-Shirt,8,47.36,378.88,21/01/25,Port Jennamouth,NA,Credit Card
100280,Derek Wright,bellkristin@example.net,Beauty,Shampoo 500ml,3,209.36,628.08,21/09/24,Kimchester,India,Debit Card
100281,Stacey Snyder,ybell@example.org,Beauty,Face Moisturizer,7,32.57,227.99,19/05/26,East Shannon,NA,Credit Card
100282,Amanda Smith,stephanie15@example.org,Electronics,Bluetooth Speaker,6,220.08,1320.48,07/02/26,Lake Charles,Australia,Upi
100283,Vanessa Morgan,bbush@example.net,Sports,Dumbbell Set,7,14.5,101.5,19/01/25,Mooreville,U.S.A,Debit Card
100284,William Ortiz,donna43@example.org,Home & Kitchen,LED Desk Lamp,1,215.27,215.27,27/10/24,Hernandezstad,U.S.A,Debit Card
100286,Elizabeth Sanders,qjacobson@example.org,Electronics,Bluetooth Speaker,7,38.23,267.61,01/03/26,Lopezfurt,India,Credit Card
100287,Jeremy Baker,rbaker@example.net,Apparel,Cotton T-Shirt,6,177.64,1065.84,11/05/24,NA,Australia,Credit Card
100289,Blake Orr,shawrachel@example.net,Home & Kitchen,Non-Stick Pan,3,214.19,642.57,29/01/26,North Stacy,U.S.A,Upi
100290,Travis Jackson,lindseymartinez@example.com,Electronics,Wireless Mouse,3,163.61,490.83,17/11/24,Harrisberg,U.S.A,Cash On Delivery
100292,Lisa Mills,jrodriguez@example.org,Home & Kitchen,Cutting Board,5,78.13,390.65,11/09/25,North Annaville,United Kingdom,Debit Card
100293,Sharon Beard,pbaker@example.com,Home & Kitchen,Ceramic Mug Set,4,225.42,901.68,13/11/25,Johnsonview,Canada,Credit Card
100294,Luke Becker,vwilliams@example.net,Beauty,Lipstick Matte,7,104.13,728.91,13/03/25,Mccallstad,Australia,Cash On Delivery
100295,Robert Turner,NA,Beauty,Lipstick Matte,3,210.96,632.88,28/04/25,Schroedermouth,United Kingdom,Cash On Delivery
100296,Jason Brewer,scottmcintyre@example.com,Apparel,Running Shoes,4,92.04,368.16,16/03/26,Lorihaven,Canada,Upi
100297,Ana Mckinney,htaylor@example.net,Beauty,Face Moisturizer,2,120.69,241.38,10/12/24,Port James,Canada,Credit Card
100298,Andrew Williams,NA,Apparel,Denim Jacket,8,40.09,320.72,25/09/25,Lake Anthonystad,India,Debit Card
100299,Jeremy Horne MD,max41@example.com,Electronics,Wireless Mouse,4,191.49,765.96,10/11/24,East Melissaborough,Canada,Upi
100300,Maria Byrd,denise80@example.net,Beauty,Sunscreen SPF50,8,98.91,791.28,27/09/24,Lake Glen,United Kingdom,Net Banking
100301,Courtney Franklin,jennifer46@example.com,Electronics,Wireless Mouse,4,60.44,241.76,05/06/26,Kingmouth,U.S.A,Credit Card
100302,Joseph Hanson,smithyvonne@example.com,Electronics,Bluetooth Speaker,8,183.32,1466.56,05/11/25,Kennethville,Canada,Upi
100304,,jenniferrios@example.com,Electronics,Laptop Stand,5,193.96,969.8,29/03/25,Sullivanton,India,Cash On Delivery
100305,,jessica38@example.net,Beauty,Sunscreen SPF50,5,121.23,606.15,17/04/26,Williamburgh,England,Debit Card
100306,Sherri White,ruizjoyce@example.net,Sports,Resistance Bands,2,130.34,260.68,04/05/26,Lake Rachel,India,Cash On Delivery
100307,Courtney Walker,robert55@example.com,Sports,Resistance Bands,7,77.36,541.52,23/11/25,Yorkfort,U.S.A,Cash On Delivery
100308,Mark Carpenter,kennedyjames@example.org,Electronics,Webcam HD,3,237.61,712.83,17/06/26,Morenochester,India,Debit Card
100309,Scott Taylor,matthewbenitez@example.com,Beauty,Face Moisturizer,3,219.16,657.48,03/01/25,Port Christopher,England,Cash On Delivery
100310,William Edwards,smithjoshua@example.org,Electronics,USB-C Cable,3,85.52,256.56,16/11/25,South Kristen,NA,Credit Card
100311,Beverly Hamilton,epowell@example.com,Beauty,Sunscreen SPF50,7,174.03,1218.21,24/09/24,Lake Nathan,U.S.A,Cash On Delivery
100312,Frank Whitaker,andrewsmith@example.net,Apparel,Cotton T-Shirt,8,201.55,1612.4,21/03/25,Larryville,Australia,Cash On Delivery
100313,Kevin Jackson,evanskelly@example.net,Beauty,Sunscreen SPF50,7,112.97,790.79,06/10/25,Ryanberg,India,Debit Card
100314,Steven Howard,frederickmeadows@example.com,Sports,Dumbbell Set,4,123.07,492.28,10/04/24,Lake Traci,U.S.A,NA
100315,Alex Wagner,richardsondebra@example.org,Apparel,Baseball Cap,8,218.01,1744.08,22/06/25,Kelseyton,United Kingdom,Net Banking
100316,Amber Rodriguez,williamsdarrell@example.com,Sports,Jump Rope,4,50,200,25/06/25,Thomasberg,Canada,Credit Card
100317,Michael Smith,qstanley@example.net,Electronics,Wireless Mouse,1,141.5,141.5,04/06/25,South Maria,Australia,Net Banking
100319,Jason Martin,NA,Electronics,Wireless Mouse,4,5.54,22.16,20/05/25,North Emilyville,Australia,Credit Card
100320,,chancharles@example.net,Apparel,Wool Sweater,4,50.95,203.8,12/04/24,Dawnmouth,U.S.A,NA
100321,Elizabeth Marshall MD,morganphelps@example.com,Beauty,Face Moisturizer,2,194.18,388.36,29/04/26,Ronaldville,Australia,Cash On Delivery
100322,Peter Williams,elizabethjackson@example.com,Sports,Jump Rope,8,231.47,1851.76,07/06/26,Natalieland,Australia,Upi
100323,Grant Wilson,rrivers@example.com,Sports,Dumbbell Set,7,107.57,752.99,02/07/26,Marshburgh,England,Upi
100324,Michael Brown,dalepruitt@example.com,Apparel,Wool Sweater,5,211.55,1057.75,30/04/26,Whitefurt,Australia,Credit Card
100325,Lisa Huffman,timothyfreeman@example.com,Home & Kitchen,LED Desk Lamp,3,245.43,736.29,08/09/25,West Dianatown,Australia,Credit Card
100326,Megan Saunders,tiffanysantiago@example.com,Sports,Jump Rope,7,170.19,1191.33,10/05/25,South Dorothybury,NA,Credit Card
100327,Mr. Martin Hernandez,smithsarah@example.net,Apparel,Cotton T-Shirt,4,70.41,281.64,03/06/26,Boothland,United Kingdom,Debit Card
100328,Erica Rivera,brent38@example.net,Sports,Yoga Mat,8,30.11,240.88,24/06/25,North Stephen,U.S.A,Cash On Delivery
100329,Joan Gates,fstewart@example.net,Electronics,Laptop Stand,6,241.63,1449.78,11/01/26,South Robertside,U.S.A,Upi
100330,Samantha Conner,pamela83@example.net,Home & Kitchen,Cutting Board,4,195.16,780.64,24/01/26,Michaelton,Canada,Credit Card
100331,Sarah Rivera,xmoran@example.net,Electronics,Laptop Stand,1,141.37,141.37,17/08/25,Port Donnatown,United Kingdom,Credit Card
100332,Ronald Brandt,amy51@example.org,Apparel,Running Shoes,5,125.18,625.9,08/07/26,Taylorchester,India,Net Banking
100334,Steven Ellis,NA,Sports,Jump Rope,1,33.11,33.11,26/10/24,NA,Australia,Credit Card
100335,Priscilla Kent,NA,Home & Kitchen,Throw Pillow,2,99.54,199.08,14/01/26,Williamfurt,India,Upi
100336,Lee Schwartz,joshuastuart@example.com,Home & Kitchen,Ceramic Mug Set,2,237.31,474.62,18/08/25,East Robert,Australia,Cash On Delivery
100337,Nicole Evans,jennifer83@example.org,Beauty,Face Moisturizer,7,163.41,1143.87,21/02/25,Glendaberg,India,Credit Card
100338,Miss Tina Gordon,jennifer58@example.com,Apparel,Running Shoes,4,228.19,912.76,21/11/25,Craigside,Canada,NA
100339,Ryan Stokes,johnsondustin@example.net,Electronics,Webcam HD,1,176.72,176.72,11/01/24,Karenburgh,India,Credit Card
100340,Miss Brianna Brown,NA,Beauty,Sunscreen SPF50,1,121.13,121.13,05/09/26,New Mirandaside,Canada,NA
100341,Natalie Hoffman,williamrobles@example.net,Home & Kitchen,LED Desk Lamp,1,140.61,140.61,19/04/25,South Paulmouth,India,Net Banking
100342,Amy Manning,christinenorman@example.com,Home & Kitchen,Ceramic Mug Set,1,56.88,56.88,20/05/26,Kariside,U.S.A,NA
100343,Christina Hardy,kellythompson@example.net,Apparel,Cotton T-Shirt,1,213.59,213.59,14/11/24,Lake Willie,Canada,Credit Card
100344,Jeffrey Hawkins,eugenesingleton@example.org,Electronics,USB-C Cable,8,238.13,1905.04,20/05/25,North Eric,India,Debit Card
100345,Anthony Randolph,tracy98@example.com,Beauty,Lipstick Matte,5,174.9,874.5,13/11/24,Aliciaburgh,United Kingdom,Debit Card
100346,Rachel Moore,odavis@example.org,Apparel,Wool Sweater,6,37.9,227.4,18/01/26,Michaelborough,Canada,Net Banking
100347,Lisa Wells,wilsonmichael@example.org,Apparel,Baseball Cap,5,215.38,1076.9,14/07/26,NA,U.S.A,NA
100349,Andrew Villanueva,lukemiller@example.org,Apparel,Running Shoes,5,37.8,189,21/01/25,Lake Cameronborough,Canada,Cash On Delivery
100350,Jessica Garcia,elucas@example.net,Apparel,Baseball Cap,3,48.89,146.67,02/04/26,South Jenniferton,Canada,Cash On Delivery
100353,Michael Obrien,kathy76@example.com,Electronics,Webcam HD,4,131.51,526.04,14/05/26,South Ericbury,Canada,Credit Card
100354,,susan24@example.net,Apparel,Denim Jacket,5,56.82,284.1,01/07/26,Susantown,Australia,Upi
100355,Kristen Martinez,armstrongphillip@example.net,Electronics,Laptop Stand,8,56.62,452.96,14/08/26,Jasonstad,India,Net Banking
100356,Taylor York,eugenewalker@example.com,Apparel,Denim Jacket,1,223.25,223.25,02/10/25,Lake Lauren,United Kingdom,Net Banking
100358,Mr. Carl Rios,mitchellchad@example.org,Apparel,Baseball Cap,5,46.09,230.45,05/11/25,Murphyport,Australia,Upi
100359,Brittany Knight,susan20@example.com,Apparel,Cotton T-Shirt,5,207.5,1037.5,19/03/25,Lake Jodi,Canada,Net Banking
100361,Angela Ramirez,patriciagonzalez@example.net,Beauty,Shampoo 500ml,8,198.44,1587.52,30/06/26,Lake Charlestown,NA,Cash On Delivery
100362,Lynn Hess,nhammond@example.org,Electronics,Bluetooth Speaker,7,68.16,477.12,29/10/25,Valdezberg,Australia,Credit Card
100365,Andrew Clark,paul70@example.org,Electronics,USB-C Cable,3,29.57,88.71,07/09/26,Dakotahaven,Australia,Credit Card
100366,Denise Harmon,nicholasgray@example.net,Electronics,Wireless Mouse,8,231.84,1854.72,01/11/26,New Johnbury,United Kingdom,Cash On Delivery
100367,Heather Parrish,msparks@example.org,Beauty,Hair Dryer,5,179.34,896.7,22/09/25,South Gabriel,NA,Cash On Delivery
100368,Mason Lewis,ericguzman@example.org,Home & Kitchen,Ceramic Mug Set,3,155.72,467.16,17/01/26,NA,U.S.A,Debit Card
100369,Mr. Daniel Martin,cjohnson@example.org,Home & Kitchen,Throw Pillow,4,131.85,527.4,14/11/25,East Crystal,India,Net Banking
100371,Claire Obrien,kdillon@example.org,Home & Kitchen,LED Desk Lamp,5,219.65,1098.25,20/05/26,Port Brandi,England,Cash On Delivery
100372,Lisa Dixon,jennifercooper@example.com,Home & Kitchen,Throw Pillow,1,123.08,123.08,12/01/25,East Nicholasberg,U.S.A,Debit Card
100373,Dale Heath,mserrano@example.org,Sports,Yoga Mat,5,65.82,329.1,28/01/25,Port Amandaville,India,Net Banking
100374,Matthew Winters,princekimberly@example.net,Apparel,Denim Jacket,4,62.54,250.16,02/08/25,Woodton,U.S.A,Credit Card
100375,Jessica Mays,yclarke@example.com,Home & Kitchen,Ceramic Mug Set,2,230.45,460.9,25/11/25,South Dennisfort,Australia,Credit Card
100376,Susan Miller,ascott@example.net,Home & Kitchen,Cutting Board,5,125.25,626.25,18/03/26,New Alexandrahaven,England,Net Banking
100377,Matthew Watts,NA,Electronics,Webcam HD,8,235.22,1881.76,10/01/26,Joseside,Canada,Credit Card
100378,Jacob Hill,afischer@example.net,Beauty,Lipstick Matte,1,170.16,170.16,16/04/26,Whiteside,United Kingdom,Net Banking
100380,,lauren90@example.org,Beauty,Shampoo 500ml,4,204.48,817.92,07/02/25,NA,Australia,Cash On Delivery
100382,Victor Brown,daniellegonzales@example.org,Sports,Yoga Mat,3,19.71,59.13,06/04/26,Jameshaven,India,Debit Card
100383,,warddiana@example.org,Sports,Water Bottle 1L,7,34.7,242.9,23/11/24,Kimberlystad,U.S.A,Credit Card
100384,,mclaughlincasey@example.org,Home & Kitchen,LED Desk Lamp,8,194.81,1558.48,27/10/25,Michaelview,NA,Cash On Delivery
100385,Victor Gibson,qandrews@example.org,Apparel,Running Shoes,7,212.98,1490.86,15/07/25,New Charlesport,United Kingdom,Cash On Delivery
100386,Bruce Palmer,nancy94@example.net,Sports,Jump Rope,8,196.34,1570.72,08/10/25,NA,Australia,Credit Card
100387,Tonya Ellis,bmosley@example.com,Apparel,Running Shoes,2,56.59,113.18,14/12/24,South Cynthiabury,India,Upi
100388,Crystal Stewart,zachary04@example.org,Electronics,Wireless Mouse,3,25.66,76.98,19/04/25,Nunezmouth,United Kingdom,Debit Card
100389,Timothy Woods,NA,Apparel,Denim Jacket,3,12,36,14/08/26,South Jillian,Canada,Debit Card
100390,David Baker,jameswright@example.net,Beauty,Shampoo 500ml,3,149.75,449.25,06/08/25,North Samanthafort,Canada,Debit Card
100391,,charlesnathan@example.com,Sports,Resistance Bands,8,80.43,643.44,15/09/25,Travishaven,United Kingdom,Cash On Delivery
100392,Daniel Ray,foxrodney@example.net,Home & Kitchen,LED Desk Lamp,1,173.5,173.5,14/10/24,Phillipburgh,United Kingdom,Net Banking
100393,Bryan Holmes,hannah03@example.com,Electronics,Webcam HD,7,221.13,1547.91,19/11/25,Michaelview,U.S.A,Credit Card
100394,Dennis Adams,michael76@example.org,Apparel,Baseball Cap,5,74.75,373.75,24/07/25,Michaelfurt,Canada,Debit Card
100395,Christopher Anderson,lisale@example.org,Beauty,Hair Dryer,8,51.01,408.08,31/10/25,Gonzalezberg,Australia,Credit Card
100396,Adam Fisher,wendyatkinson@example.net,Home & Kitchen,Ceramic Mug Set,1,62.04,62.04,16/10/25,Kristenport,U.S.A,Upi
100397,Scott Williams,vaughnbrian@example.com,Beauty,Face Moisturizer,3,18.73,56.19,09/04/25,South Julieview,Australia,Debit Card
100398,Justin Frederick,maurice61@example.com,Electronics,Wireless Mouse,4,99.28,397.12,17/06/26,New Barbara,NA,Net Banking
100399,Carrie Deleon,mark87@example.net,Apparel,Wool Sweater,5,234.37,1171.85,13/08/25,South Christinamouth,Australia,Upi
100402,Beth Young,shelby13@example.org,Electronics,Webcam HD,1,19.64,19.64,07/08/25,North Sharonfort,India,Net Banking
100403,Allison Sanders,garciachristine@example.org,Home & Kitchen,Throw Pillow,1,173.87,173.87,01/12/26,Parkerbury,United Kingdom,Debit Card
100404,Jessica Martinez,anthonyalvarado@example.com,Beauty,Shampoo 500ml,6,84.3,505.8,14/06/26,Proctorside,Australia,Credit Card
100405,Kimberly Taylor,brittanybryant@example.net,Home & Kitchen,LED Desk Lamp,8,5.18,41.44,29/12/25,Millsside,U.S.A,Net Banking
100406,Gregory Fernandez,ramosmichael@example.com,Home & Kitchen,Non-Stick Pan,7,51.52,360.64,01/12/25,North Alexandraberg,NA,Upi
100407,John Smith,earroyo@example.com,Home & Kitchen,Non-Stick Pan,2,15.73,31.46,27/09/24,Yatesbury,India,Credit Card
100409,Jay Allen,justin84@example.com,Apparel,Wool Sweater,2,119.67,239.34,05/02/25,East Derrickville,Australia,Debit Card
100410,Lisa Nelson,blopez@example.org,Sports,Water Bottle 1L,2,209.44,418.88,27/10/24,East Teresaport,NA,Credit Card
100411,Mike Acosta,christophersmith@example.org,Beauty,Shampoo 500ml,4,144.66,578.64,28/05/25,Kristifort,Australia,NA
100412,Mrs. Raven Rivera DVM,brianrowe@example.org,Beauty,Sunscreen SPF50,3,199.15,597.45,23/10/25,East Paula,United Kingdom,Debit Card
100413,James Smith,paulproctor@example.org,Sports,Water Bottle 1L,7,192.23,1345.61,14/03/26,East Stevenville,Australia,Cash On Delivery
100414,Vickie Kennedy,sharon20@example.net,Home & Kitchen,LED Desk Lamp,8,240.16,1921.28,08/07/26,West Timothyport,United Kingdom,Debit Card
100415,Stephen Boyer,teresayoung@example.com,Home & Kitchen,Ceramic Mug Set,6,10.32,61.92,16/05/25,Port Joshua,Australia,Credit Card
100416,Richard Smith,perkinshannah@example.net,Electronics,Laptop Stand,3,69.92,209.76,30/11/25,Kellibury,U.S.A,Upi
100417,Unknown,browndeanna@example.net,Apparel,Cotton T-Shirt,8,47.36,378.88,18/10/25,East Tonymouth,India,Cash On Delivery
100418,Dr. Nicole Trujillo,bquinn@example.net,Beauty,Face Moisturizer,6,90.24,541.44,24/06/25,West Rachel,India,Credit Card
100422,Erica Davidson,davisdonna@example.org,Apparel,Baseball Cap,4,64.37,257.48,24/05/26,East Morgan,United Kingdom,Upi
100423,John Garcia,hbarrett@example.net,Home & Kitchen,LED Desk Lamp,6,150.5,903,15/02/26,Brandonbury,U.S.A,Upi
100424,Andrea Conrad,dianahebert@example.org,Apparel,Wool Sweater,3,53.92,161.76,29/08/25,West Angelachester,India,Net Banking
100425,Rebecca Brown,allison14@example.org,Home & Kitchen,Non-Stick Pan,2,79.75,159.5,12/08/26,North Jessicaside,U.S.A,Net Banking
100426,Corey Sandoval,angelagrant@example.net,Home & Kitchen,Cutting Board,3,175.29,525.87,12/07/24,Emilychester,Australia,Credit Card
100427,Carol White,qwagner@example.org,Apparel,Baseball Cap,8,165.42,1323.36,16/10/25,Mahoneymouth,NA,Cash On Delivery
100428,Yesenia Kirk,bduran@example.net,Apparel,Wool Sweater,2,226.45,452.9,15/05/25,New Amy,Australia,Net Banking
100429,Joshua Garner,suzanne76@example.org,Sports,Yoga Mat,1,86.72,86.72,03/05/26,Caitlinhaven,India,Debit Card
100431,Charles Richardson,jesseshepherd@example.org,Apparel,Cotton T-Shirt,4,107.25,429,11/12/25,Lake Chris,United Kingdom,Cash On Delivery
100432,John Freeman,larsonkevin@example.net,Sports,Dumbbell Set,4,216.33,865.32,05/04/26,Millerton,U.S.A,Credit Card
100433,Felicia Hobbs,hbutler@example.org,Sports,Resistance Bands,2,50.11,100.22,21/03/26,Lake Kimberlyfurt,India,Upi
100436,Jeffrey Wolfe,timothygonzalez@example.com,Apparel,Denim Jacket,2,231.73,463.46,01/10/26,New Christina,U.S.A,Upi
100437,Danielle Jones,kmorris@example.org,Beauty,Lipstick Matte,4,109.75,439,12/12/24,NA,Canada,Cash On Delivery
100438,Gregory Rios,gary59@example.com,Sports,Dumbbell Set,1,132.56,132.56,20/12/25,Williamsbury,U.S.A,Credit Card
100439,James Todd,rodriguezbrian@example.net,Beauty,Hair Dryer,1,51.51,51.51,30/07/26,Alexanderville,NA,Debit Card
100440,John Rivera,jamesmills@example.com,Electronics,Webcam HD,8,208.32,1666.56,27/10/25,Lake Holly,India,Cash On Delivery
100441,Kevin Alvarado,scottbrian@example.org,Apparel,Wool Sweater,8,11.1,88.8,20/04/26,Briantown,Canada,Cash On Delivery
100442,Matthew Alvarado,michelle04@example.net,Apparel,Cotton T-Shirt,8,160.35,1282.8,30/06/25,Romeroville,Australia,Upi
100443,Kari Harper,lopezvincent@example.com,Apparel,Running Shoes,3,44.72,134.16,11/04/25,North Johnhaven,NA,Upi
100444,John Garner,reedmichael@example.net,Apparel,Cotton T-Shirt,4,50,200,30/04/25,Lisaview,Canada,Credit Card
100445,Stefanie Briggs,NA,Beauty,Shampoo 500ml,8,116.17,929.36,01/09/25,Sandovalland,Australia,Net Banking
100447,Charles Weaver,michelleparker@example.net,Home & Kitchen,Non-Stick Pan,5,248.47,1242.35,09/07/26,South Wendy,Australia,Cash On Delivery
100448,Brianna Fitzpatrick,lonniegrant@example.net,Apparel,Wool Sweater,6,233.21,1399.26,16/12/24,Maryberg,United Kingdom,Cash On Delivery
100449,Pamela Beard,tali@example.com,Sports,Yoga Mat,3,34.9,104.7,20/03/26,NA,Australia,Net Banking
100451,Ryan Harrison,jack67@example.com,Home & Kitchen,Ceramic Mug Set,8,132.33,1058.64,30/12/24,East Antonio,U.S.A,Debit Card
100453,Katherine Nguyen,bclay@example.com,Apparel,Cotton T-Shirt,5,67.33,336.65,11/04/26,Cortezfurt,Australia,Cash On Delivery
100454,Natalie Wheeler,meyershannon@example.org,Home & Kitchen,Throw Pillow,1,208.85,208.85,24/06/26,New Amanda,Canada,Upi
100455,Mrs. Jasmine Hubbard,leescott@example.com,Beauty,Hair Dryer,8,197.08,1576.64,04/09/26,Stevenchester,Australia,Net Banking
100456,,stevenlucas@example.org,Electronics,USB-C Cable,6,200.89,1205.34,03/03/26,East Kimberlyside,India,Credit Card
100457,Jason Hayes,shawnmosley@example.org,Beauty,Hair Dryer,7,50.91,356.37,28/06/26,West Marioburgh,United Kingdom,Credit Card
100458,Becky Wilson,fwalters@example.net,Apparel,Running Shoes,5,57.95,289.75,20/02/26,South Andrea,United Kingdom,Upi
100459,Christopher Rogers,fernandothomas@example.net,Electronics,Laptop Stand,3,51.6,154.8,28/10/24,Kylemouth,United Kingdom,Credit Card
100460,Christopher Roach,adamcannon@example.org,Apparel,Denim Jacket,8,99.96,799.68,22/08/25,Stephenstown,India,Net Banking
100461,Katherine Robinson,cchavez@example.org,Home & Kitchen,Throw Pillow,2,132.54,265.08,04/12/25,East Nicoleview,India,Credit Card
100462,Kristin Bryan,lopezbrian@example.com,Home & Kitchen,LED Desk Lamp,8,169.43,1355.44,17/10/24,Lake Belindaport,United Kingdom,Net Banking
100463,Brandon Rodriguez,evanmitchell@example.net,Sports,Yoga Mat,6,139.59,837.54,08/02/26,South Kara,Australia,Debit Card
100464,Andrew Mack,miguel61@example.com,Home & Kitchen,Cutting Board,3,12.1,36.3,30/05/26,West Thomasville,NA,Upi
100465,,heathersalazar@example.org,Apparel,Baseball Cap,8,156,1248,11/12/25,South Jenniferport,Australia,Upi
100466,Unknown,sara99@example.com,Apparel,Cotton T-Shirt,8,28.83,230.64,10/05/25,Vasquezburgh,Canada,Net Banking
100468,Angel Bailey,alexharris@example.com,Beauty,Sunscreen SPF50,5,193.15,965.75,25/03/25,West Kevinside,Australia,Credit Card
100470,Karen Wells,brewertimothy@example.net,Electronics,Bluetooth Speaker,7,197.16,1380.12,23/08/25,Stevenchester,Australia,Cash On Delivery
100471,Amy Meyer,angela03@example.net,Electronics,Webcam HD,1,150.08,150.08,02/04/26,Carlberg,India,Upi
100472,Andre Terrell,ashleyprice@example.net,Sports,Yoga Mat,7,85.22,596.54,15/12/24,Janetmouth,India,Cash On Delivery
100473,Denise Miller,nathangallegos@example.com,Electronics,USB-C Cable,8,135.16,1081.28,25/02/25,Gregorystad,Canada,Debit Card
100475,Dr. Eric Murphy,shortsharon@example.net,Electronics,Bluetooth Speaker,1,5.21,5.21,16/09/26,Lake Benjamin,India,Cash On Delivery
100476,Unknown,sarah91@example.com,Beauty,Lipstick Matte,7,98.48,689.36,28/08/25,North Abigailport,Canada,Upi
100477,Peter Fowler,manuellee@example.com,Beauty,Shampoo 500ml,3,37.9,113.7,15/10/25,Lambertview,U.S.A,Credit Card
